Cluster,Quote
5,p k dash b r mishra r k jena and a c liew estimationof power system frequency using adaptive notch filters in proc empd 98 ieee catalog no
5,51 pp 469 479 june 2002 6 i kamwa and r grondin fast adaptive schemes for tracking voltagephasor and local frequency in power transmission and distribution sys houshangkarimi m
5,and a t p so real time frequencyand harmonic evaluation using artificial neural networks ieee trans power delivery vol 14
5,hht 0 250 0 0 0 0 1 0 0 0 250 0 0 0 0 1 www intechopen com kalman filter on power electronics and power systems applications 413fig
5,no 1 january 2001 pages 110 117 issn 0885 8993 cardoso r de camargo r f pinheiro h gründling h a 2006 kalman filter basedsynchronisation methods the 37th ieee power electronics specialists conferencepesc pp 1 7 isbn 0 7803 9716 9 june 2006
5,jeju korea chien hung huang chien hsing lee kuang jung shih yaw juen wang 2008 frequency estimation of distorted power system signals using a robustalgorithm ieee transactions on power delivery vol 23
5,d g galloway j 2005 power converter line synchronizationusing a discrete fourier transform dft based on a variable sample rate ieeetransactions on power electronics vol
5,p j 1984 simulation methods for optimum performance estimation ofanalog and computer impedance relays ieee transactions on power apparatus andsystems vol pas 103
5,moreno v m liserre m pigazo a dell aquila a 2007 a comparative analysis ofreal time algorithms for power signal decomposition in multiple synchronousreference frames ieee transactions on power electronics vol 22
5,deckmann s m marafão f p 2005 frequency adjustable positivesequence detector for power conditioning applications ieee 36th power electronicsspecialists conference pp 1928 1934 isbn 0 7803 9033 4 recife brazil pádua m s
5,ha s k park j w kweon d j kim k h 2006 hybrid load forecastingmethod with analysis of temperature sensitivities ieee transactions on powersystems vol
5,f 1 aassume the power signal v t is represented by 1s
5,dunlap s arun g p 1993 frequency tracking in power networks inthe presence of harmonics ieee trans power del 8 2 480 486 8 giray m m sachdev
5,no 2 pp 437 443 1985 3 v terzija and m djuric a numerical algorithm for direct real timeestimation of voltage phasor frequency and its rate of change electr mach power syst vol 24 pp 417 428 1996 4 a a girgisandt l
5,d hwang optimalestimationofvoltagephasorsand frequency deviation using linear and nonlinear kalman filtering ieee trans power app syst vol pas 103
5,no 1 pp 109 115 jan 1998 6 p k dash a k pradhan and g panda frequency estimation ofdistorted power system signals using extended complex kalman filter ieee trans power del vol 14
5,no 3 pp 761 766 jul 1999 7 m akke frequency estimation by demodulation of two complex sig nals ieeetrans powerdel vol 12 no 1 pp 157 163 jan 1997 8 l l lai w l tse c t chan and a t p so real time frequencyand harmonic evaluation using artificial neural networks ieee trans power del vol 14
5,no 1 pp 52 59 jan 1999 9 k m el naggarandh k m youssed ageneticbasedalgorithmforfrequency relaying applications elect power syst res vol 55 pp 173 178 2000 10 a feuer and e weinstein convergence analysis of lms filters withuncorrelated gaussian data ieee trans acoust speech signal pro cessing vol 33
5,no 1 pp 222 229 1985 11 b widrow j mccool and m ball the complex lms algorithm proc ieee vol 55 pp 719 720 1974 12 t aboulnasr and k mayyas a robust variable step size lms typealgorithm analysis and simulations ieee trans signal processing vol
5,no 3 pp 631 639 mar 1997 13 r h kwongande w johnston avariablestepsizelmsalgorithm ieeetrans signalprocessing vol 40
5,pp 793 800 june 2016 bias and sensitivity to initial conditions the contributions are 9 a routray a k pradhan and k p rao a novel kalman filter for fre outlines as follows quency estimation of distorted signals in power systems in ieee trans actions on instrumentation and measurement vol 51
5,menegaz j y ishihara g a borges and a n vargas afrequency estimation accuracy even when the noise levelsystematization of the unscented kalman filter theory in ieee trans is as high as 10 of signal amplitude actions on automatic control vol
5,oct 2015 16 ieee standard for synchrophasor measurements for power systems amendment 1 modification of selected performance requirements inieee std c37 118 1a 2014 amendment to ieee std c37
5,118 1 2011 vol no pp 1 25 apr 2014
5,1670 ieeetransactionsoninstrumentationandmeasurement vol 58
5,sm 03 wasbornincoimbra sation ieee trans instrum meas vol
5,s and ph d degrees in electrical andvol 51 no 2 pp 287 292 apr 2002 computer engineering from the technical univer 7 d belega and d dallet frequency estimation via weighted multi sity of lisbon lisbon portugal in 1985 and 1992 point interpolated dft iet sci meas technol vol 2
5,d kovacevic voltagephasorandlocalsystemfrequencyestimationusingnewtontypealgorithm ieeetrans power del vol 9 no 3 pp 1368 1374 jul 1994 4 p k dash a k pradhan and g panda frequency estimation ofdistortedpowersystemsignalsusingextendedcomplexkalmanfilter ieeetrans power del vol 14
5,no 3 pp 761 766 jul 1999 5 a routray a k pradhan and k p rao a novel kalman filterfor frequency estimation of distorted signals in power systems ieeetrans instrum meas vol
5,51 no 3 pp 469 479 jun 2002 6 a a girgisandw l peterson adaptiveestimationofpowersystemfrequencydeviationanditsrateofchangeforcalculatingsuddenpowersystemoverloads ieeetrans powerdel vol
5,5 no 2 pp 585 594 apr 1990 7 a k pradhan a routray anda
5,basak powersystemfrequencyes timationusingleastmeansquaretechnique ieeetrans powerdel vol
5,no 3 pp 1563 1573 jul 1992 the coefficients in 15a and 15b are 15 j ren and m kezunovic real time power system frequency andphasor estimation scheme using recursive wavelet transform ieeetrans power del vol 26
5,borras andj c bravo powersystemfrequencymeasurementundernonstationarysituations ieee trans power del vol 23
5,no 2 pp 562 567 apr 2008 19 k m el naggarandh k m youssef ageneticbasedalgorithmforfrequency relaying applications elect power syst res vol 55
5,no 3 pp 173 178 2000 20 l l laiandw l chan realtimefrequencyandharmonicevalua tionusingartificialnetworks ieeetrans powerdel vol
5,14 no 1 pp 52 57 jan 1999 21 j yangandc liu aprecisecalculationofpowersystemfrequency ieeetrans power del vol 16
5,powerdel vol 22
5,power system frequency estimationj szafranw rebizantindexing term algorithm power system frequency sigiial componentsmethod described in 2 t
6,cos θ j sin θ cid 2 cid 3 v average quantityv measurementv optimal value value estimated using measurements cid 2 cid 2 v vector with elements sorted in descending order v moore penrose pseudo inverse of v v transpose of v 1v inverse of v vv jacobian matrix of v with respect to x
6,h h 2 3another generalized signal model that also include an exponentially decaying component andwhite noise ξ is cid 4 n cid 2 cid 3 u t a t cos ω t t θ a t
6,i cid 2 cid 2 expression p t v t
6,i t 2i sin ω t φ o cid 7 where δω ω the instantaneous power obtained for the voltage and cur o orent in 1 13 is cid 2 cid 3 p t
6,02 ms and t 10 s hence t 500t figure 1 4 confirmsδ δ cid 6 cid 2 cid 3 that for δω 0
6,i 1 a φ π 4 rad withoδω 2π 0 1 rad s o cid 2 cid 2 1 51 w rewop0 50p 0
6,i i φ s is also called apparent power which is an unfortunate ex pression as electric power is all but apparent cid 2 cid 3 consistently p re s p
6,θ θ cid 2 cid 2 for simplicity and since v is an odd function a discrete sine transformθ dst which takes real values can be used instead of the complex dft asfollows cid 6 n 12 vˆ
6,t t o cid 6 h r c t
6,leadsthe d axis the q axis is initially aligned with phase a the inverse transformation from the dqo to the abc representation is 1v t p t v t 1 46 abc dqo cid 2 cid 2 where sinδ t cosδ t 1 dq dq 1 cid 4 cid 4 p t 1 47 sinδ t cosδ t 1 dq dq cid 4 cid 4 cid 4 cid 4 sinδ t cosδ
6,ω then the park vector is a phasor fordq oexample applying the park transform to the stationary three phase system in 1 33 and using the convention of figure 1 11 one has cid 2 cid 2 cid 3 cid 2 v 2v sin θ j cos θ j 2v 2v exp jπ 2 1 53 dq o o a a cid 2 cid 3 where v v cos θ j sin θ
6,d o cid 2 cid 3 1 67 v t 2v cos
6,q o cid 2 cid 2 the time derivatives of the two components above are cid 2 cid 3 d v t δω t 2v cos δθ t θ
6,d o qdt 1 68 cid 2 cid 3 d v t δω t 2v sin δθ t θ
6,δω t v t q o ddtwhere cid 23 cid 2 cid 3 cid 24 d
6,dq o dqdt cid 2 cid 3 1 70 j δω t ω v t
6,l dq 2 dqω co cid 21 cid 21 cid 22 cid 22 2 5 1 r j x i t v t 1 l l dq 2 dqbcwhere the terms x ω l and b ω c are a reactance and a susceptance l
6,h t r dr 2 12 1 t 0 where is the dirac delta function then the following expression solves theset of differential equations 2 6 cid 19 cid 21 cid 22 cid 20 ζ t ωˆv 2 vref v t v δv 1
6,t x t n n x y 2 15 dt cid 2 cid 2 r 0
6,i b v l d c c q cid
6,current i in absolute values one has l dq cid 21 cid 22 cid 2 cid 3 d
6,g s dqdt cid 2 cid 2 1 dwhere
6,s d efdt dt 2 33 d d cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 t e t t e
6,d cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 t e t e t e t
6,x x i t do r q r q r q d cid 7 s ddt 2 34 d cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 t e t e t
6,i t qo r d r d r d q cid 7 s qdtwhere cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 t
6,d d2 do qo q q q2 qo cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 x x 1 γ x x 1 γd1 q q q1d dγ γ d2 cid 4 cid 4 q2 cid 4 cid 4 x x 2 x x x x 2 x x 2 35 d cid 7 d cid 7 q cid 7 q cid 7 cid 4 cid 4 cid 4 cid 4 x x x x cid 7 q cid 7 dγ γ d1 cid 4 q1 cid 4 x
6,d d s d d1 r q d1 r q 2 36 cid 4 cid 4 cid 4 cid 4 cid 4 0 ψ
6,26 2 27 2 21 2 23 2 25 2 28 2 30 2 33 2 34 and 2 36 with the notation of 2 15 and omitting for simplicity the dependencyon time one has a dae system with n 8 n 9 and n 4 where thex y uvectors of variables are cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 x δ ω e e e e ψ ψ g g r q r d r q r d s d s q y τ v
6,1g τ τ d ω 1 m eg cid 4 cid 4 e
6,q d d s d ef cid 4 cid 4 e x x i q s q r d qf cid 4 cid 4 cid 4 cid 4 e e x x i r q r q d cid 7 s d cid 4 cid 4 cid 4 cid 4 e e x x i r d r d q cid 7 s q
6,s q cid 2 cid 2 2 38 ψ
6,d cid 4 cid 4 cid 4 cid 4 cid 4 ψ x
6,d d1 r q d1 r q cid 4 cid 4 cid 4 cid 4 cid 4 ψ x i γ e 1 γ e s q s q q1 q1 q r d r d v
6,cid 4 cid 4 cid 4 0 0
6,do do cid 4 cid 4 cid 4 0 0 0
6,t 0 0t qo qo cid 4 cid 4 0 0 0 0
6,2 39 do cid 4 cid 4 0 0 0 0 0 t 0 0
6,cid 4 cid 4 cid 4 cid 4 t e t e
6,d d s d ef cid 2 dt cid 2 2 41 d cid 4 cid 4 cid 4 cid 4 t e t e
6,s qqo r d r d qdtand cid 4 cid 4 0 ψ
6,s d r q 2 42 cid 4 cid 4 0 ψ
6,and ψ 0 s d s qdt dtsubstituting 2 36 into 2 32 leads to cid 4 cid 4 cid 4 cid 4 cid 4 0
6,γ e t v t a s d q s q q1 r d q1 r d s d 2 44 cid 4 cid 4 cid 4 cid 4 cid 4 0
6,γ e t v t a s q d s d d1 r q d1 r q s qwhich can be conveniently rewritten in complex form by taking the first equa tion plus j times the second equation and multiplying by exp jδ g cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 γ e t 1
6,qr d r d q d cid 4 cid 4 cid 4 j γ e t 1
6,jδ t 2 45 cid 2 d1 r q d1 r q g cid 2 cid 4 cid 4 r
6,s dq s dqd g gand substituting the expressions of 2 21 and 2 23 cid 4 cid 4 cid 4 cid 4 e t exp
6,dq h dqdq g d cid 4 cid 4 where e is the equivalent internal emf of the machine which is a functiondqof both transient and subtransient quantities cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 cid 4 e t γ e t 1
6,x x i t q1 q1 s qdq r d r d q d 2 47 cid 4 cid 4 cid 4 j γ e t 1
6,g c classical equivalent cid 2 cid 2 figure 2 5 equivalent circuit representations of the synchronous machine transient quantities only cid 4 cid 4 cid 4 cid 4 cid 4 e t e t
6,4 je je and the internal reactance is taken as the average of the d andg qq axis reactances as 1 cid 4 cid 4 cid 4 cid 4 x x for subtransient dynamics d q2 cid 2 cid 3 x 2 50 dq 1 cid 4 cid 4
6,θ t 2 51 cid
6,dq h h cid 2 2 cid 2 cid 3 or equivalently v t v t sin
6,d h h cid 2 cid 3 2 52 v t v t
6,hi t 2 53 h cid 4 r jxadand the complex power injected by the generator into the grid cid 2 cid 3 cid 4 cid 4 2 e e v t
6,h h cid 4 r jxadfrom where neglecting losses one can obtain the active power as cid 4 cid 2 cid 3 e v t
6,2 60 cid 2 cid 3 d m ω t
6,page6060 2 power system modelsimple but versatile voltage and frequency dependent load model is presentedin this section as follows cid 21 cid 22 γv t
6,hvh o cid 21 cid 22 2 61 γv t qβ
6,o p q p qbehavior the determination of ω is more elaborated the reader is referredhto section 3 3 for a description of conventional methods and to chapter 5 forthe unconventional approach discussed in this book the current injections from the load into the bus h are cid 31 cid 31 cid 19 cid 20
6,i t v t v t 1 p t cid 2 h
6,d h q cid 2 d 2 63 v2 t
6,i cid 2 cid 2 h q q dd
6,k d k q μ d μ q cid 4 cid 4 y v v v v v v
6,q k d k q cid 4 cid 4 cid 4 2 2v v a r
6,i a x ih dk d t k d t k q cid 4 2 cid 4 2 cid 4 v v a r
6,μ μ q v x ih q μ μ d 1 cid 4
6,d μ d k dr fe 1 2 74 cid 4
6,q μ q k qr fe cid 4 acos φ v asin φ v vg k d k qk d cid 4 acos φ v asin φ v v k q k d k q cid 2 cid 2 cid 4 cid 4 acos φ
6,dk d k q cid 4 cid 4 acos φ
6,y y hh hk hl l a2 tn l t cid 2 m n cid 2
6,hk hk cid 6 cid 6 1 m ny
6,tm nhk hk 2 78 cid 6 cid 6 1 m ny
6,tm nhk hk cid 6 cid 6 cid 2 cid 3 m m ny
6,39 309 11 604 10 511 0 0 0 0 0 0 11 604 17 338 0 5 975 0 0 0 0 0 10 511 0 15 841 0 0 5 588 cid 2 cid 2 0 16 000 0 0 5 975 0 35 446 13 698 0 0 0 0 0 0 0 13 698 23 303 9 784 0 0 17 065 0 0 5 588 0 9 784 32 154voltages as follows cid 31 cid 31 cid 31 cid 31
6,cid 2 cid 2 0 0 0 0 0 0 0 0 0 0 0 0 3 307 1 365 1 942 0 0 0 0 0 0 1 365 2 553 0 1 188 0 0 0 0 0 1 942 0 3 224 0 0 1 282 0 0 0 0 1 188 0 2 804 1 617 0 0 0 0 0 0 0 1
6,bk cid 6 cid 23 cid 24 bq v g v b v v g v b v
6,page7272 2 power system modelbwhere is the set of network buses these equations can be convenientlyrewritten in polar form cid 6 cid 2 cid 3 bp v v g cos θ b sin θ
6,cid 6 2 88 cid 2 cid 3 bq v v g sin
6,d h q cid 21 cid 22
6,ε μ 3 5 n 1η ε z ε μ cid 2 cid 2 l 0 η z η ε 3 6 n 1η μ z ε μ 3 1 1 weighted least squares problemin general the vector of measurement functions η is nonlinear and the jaco bian matrix h has nonconstant elements
6,page853 2 introducing dynamics 85to be known as follows cid 2 cid 3 dθ z t l z t
6,ythen the dae in 3 17 is formulated through a discrete time approximation in the form cid 2 cid 3 0
6,k k 12 cid 2 cid 2 where l l z u and l l z u k k k k 1 k 1 k
6,then the solution of the ekf consists in two steps predict and update as follows predict predicted state estimate determine z by solving 3 20 with initial k k 10condition z z and applying an iterative solver e g the k 1 k 1k k 1newton method one has cid 2 cid 3 cid 2 cid
6,λ λ z z u u k k z k k k 1 k k 1 cid 23 cid 24 cid 2 cid 3 3 26 1 1i 1
6,page873 2 introducing dynamics 87 cid 2 cid 3 cid 2 cid 3 d
6,4 1 d cid 2 cid 2 1 ω δ t ω t 1 o g gdt 3 28 cid 2 cid 3 d m
6,ω the inputg gvector is u p p the process is m e cid 31 cid 31 1
6,ω t 1o g cid 2 cid 3 θ l 3 29 0 m p
6,and h in 3 27 are constant z z cid 31 1 cid 23 cid 24 ω 0
6,d h qused in section 1 4 4 4 cid 2 cid 3 v t v t sin θ t v t s
6,h h θ h cid 2 cid 3 3 39 v t v t cos θ t v t
6,t 3 44 h fi p cid 2 cid 2 d
6,ω δω t 3 45 h o hdtin turn the srf pll takes the phase angle of the measured voltage phasoras reference frame of the local dq axis in transient conditions such a referenceis tracked with error cid 10 θ cid 2 cid 3 v t jv t v t sin cid 10 t j cos cid 10 t 3 46 h
6,f3 3 2 2 enhanced kalman filter pll assuming that one can measure θ the continuous version of the ekf can behwritten as a set of linear daes which has thus gain matrix k as well asconstant covariance matrix π as follows cid 2 cid 2 cid 3 cid 2 d θ z t lz t k t η t η z t 3 48 dt where z θ δω η θ η θ
6,i andh h h h 2 cid 19 cid 20 cid 19 cid 20 0 ω 2k ωo o ol k 0 0
6,ø u ω 4 10 δcoi cid 23 cid 24 f k 1 ω
6,d t t v t v t v t cid 2 r r h r cid 2 dtdref t v t v v t v t v t b b f brdtdmaxz t z t t v t
6,1 2 d cid 2 cid 3 max 0 if v t v and v t 0
6,otherwise d cid 2 cid 3 min 0 if v t v and v t 0
6,d f b v v z r1 a a 1dt cid 2 cid 3 max min z z k v zˆ v zˆ v
6,k 2 of f k k1 024 0 5 cid 2 0
6,i id q refref qv refi interface qk ki 2 i 3 cid 2 s s cid 2 iabch hgridfigure 4 14 scheme of fast frequency rocof and voltage controls of ders cid 4 rimplemented as a pi control with integral deviation see figure 4 15 b fc 115 156
6,o h o cid 2 cid 2 ref θ θak tcl 1 tclph o 4 30 ph omaxg
6,g 1 0041 002 1 0021 1 cid 2 cid 2 0
6,y t e t 5 3 bb b bg gwhich remembering 2 84 can be approximated as 0 b t v t b t e t 5 4 bb b bg gwhere cid 2 cid 3 v t v t
6,exp jθ t b cid 2 cid 3 b b 5 5 e t e t
6,bb bdt b b dt b cid 21 cid 22 cid 2 cid 3 d d 5 6 b t e t
6,d b t v t b t e t bb b bg gdt dtor equivalently cid 21 cid 22 cid 2 cid 3 cid 2 cid 3 d d
6,jθ t j θ t v t bb bdt b b b b dt b cid 2 cid 2 cid 21 cid 22 cid 2 cid 3 cid 2 cid 3 d
6,e t bb b bg gdt dt 5 7 or equivalently cid 19 cid 21 cid 22 cid 20 d
6,u t j θ t v t b t v t bb b bb bb dt b dt cid 19 cid 21 cid 22 cid 20 5 8 d d b t u t
6,k cid 19 cid 20 cid 19 cid 20 cid 19 cid 20 5 16 1 1 1 1 δω t h0
6,i cid 19 cid 20 cid 19 cid 20 x x 1 1 δω
6,h kx xhk hkand since x x x the expression 5 17 is valid also for total fre hi ik hkquencies not only for their variations hence x xik hi cid 2 cid 2 ω t ω t ω t 5 18
6,δωi t bi δω t bb b bg gwhere cid 15 cid 2 cid 3 cid 16 1 ii
6,y y bb bb bb bb bb cid 15 cid 2 cid 3 cid 16 1 ie ie ee eebie im
6,y y y y bg bg bb bb bg cid 15 cid 2 cid 3 cid 16 1 ii
6,g 5 23 di δω t gwhere cid 2 cid 3 1 die bii bie bb bg cid 2 cid 3 1 dii bii bii bb bgand di die dii since they depend on the inverse of the admittance matrixof the external region ward equivalents tend to be characterized by densematrices i e everything connected with everything
6,y y y v t u ug um uu uand following the same derivations discussed in the previous section the fdf 5 13 becomes cid 19 cid 20 cid 23 cid 24 δω t g0 b δω t b b 5 38 uu u ug umδω t m
6,6bδω t 17 065 32 154 0 5 588 9 784 9bδω t 8b cid 19 cid 20 δω t
6,044 1 353 102 0 0681 174 160 0 024 1 010 82 0 038 cid 2 cid 2 1 011 29 0 052 1 011 82 0 0381 013
6,b b 6 4 busbb g where b is a diagonal matrix where the i th element is 1 x with x the i ig g ginternal impedance of the generator connected to bus i and 0 if no generatoris connected to bus i merging together 5 13 6 3 and 6 4 one obtains cid 23 cid 24 cid 4 p t ω
6,bb2or equivalently cid 23 cid 24 cid 4 ˆ p t b δω t
6,bg cid 2 or equivalently cid 23 cid 24 b δω t
6,δω t 6 8 1 12 10 1 12 2g g b b b cid 2 cid 3 where b 1 x is the inverse of the internal impedance the synchronousg dq3machine
6,6 9 cid 2 cid 2 1 12 1 2b b bwhere consistently with the assumptions that lead to the fdf and without cid 8 loss of generality b b is assumed the term b δω δω in 6 9 12 10 cid 2 cid 2 1bis not known according to 6 6 6 9 can be also written as cid 2 cid 2 cid 23 cid 24 cid 4 ˆ p t b δω t
6,page1856 3 taxonomy 185the total power consumption of the vdl p can be split into the twodcomponents as in 6 2 cid 4 cid 4 cid 4 p t
6,h h hultimately requires to vary the voltage phase angle for an ideal constant powerload the following conditions hold cid 4 cid 4 cid 4 p t 0
6,b hk cid 2 cid 3 p b v t v sin θ
6,hk h k hd cid 2 cid 3 cid 2 cid 3 0 b v sin
6,hk h k h h cid 2 cid 3 0
6,hk h k h kd h cid 2 cid 3 g v t b v t sin
6,γ 1 and p v this is the dual case with respect to the con p hdstant admittance load in fact for an ideal constant current load the followingconditions hold cid 4 cid 4 cid 4 p t p t
6,h hb b bthe rationale behind 6 26 can be deduced for a purely constant current cid 2 cid 2 load connected to a bus with nonconstant voltage v v θ through a losslessk k kline with admittance b hk cid 2 cid 3 i v t b v t v t sin
6,hk h k h kd cid 2 cid 3 i b v t
6,δω t 6 30 3 9 6 8b b b b17 06 17 06 17 06 cid 2 cid 2 which can be readily deduced from the last row of table 6 1 cid 4 cid 6 simulation results show that as expected at the generator bus p 3b cid 4 0 after the load outage whereas at the load bus p 0
6,04 0 02 cid 2 0 06 cid 2 0
6,bg 0 2p cid 2 δ bb cid 2 cid 2 pδ0 15 cgp cid 2 δ cb 0 1 0
6,01 s wm up wm up δ cid 2 p cid 2
6,50 100 150 200 250 300time s a rocop 0 25bus b 0 2bus c cid 2 cid 2 0 15 0 1 0 050 0
6,wm up s wm up cid 2 p cid 2 p0 0 01h h bb 0 02 bus bbus c 0
6,δω t b g cid 2 cid 3 s t 0
6,1 0 0 u b n 1 n n b b g bb 0 b b 0n 1 n nbg bbb b band cid 23 cid 24 s 0 0 0
6,b 8 21 1 n n n n nbbb g b b bthen one has cid 23 cid 24 1dj t dω t dε t dμ t
6,j sdω t 8 22 g b b bfrom which one can obtain the sensitivities of all primal and dual variableswith respect to δω b cid 19 cid 20 j t ω t ε
6,ω t b b b b cid 2 for example from 8 23 one can obtain cid 2 ω t g 1 b hb b hb 8 24 bg bg
6,5 1 1 5 2 2 5 3 3 5 4time s figure 8 5 actual rotor speed ω of the synchronous machine 1 and the 1gestimated quantity ω considering different sets of pmu measurements 1g cid 2 cid 2 the resulting state estimation problem is cid 2 cid 3 16 2 6 2min j t 10 ε t 10 ε t 1 42 b b δω ε
6,ε g 1 b 1 b 4 cid 2 cid 3 s t 0 12 682δω t 30 04
6,ms cid 2 cid 2 1354g1 005ω
6,sm yaledtnemerusaem zh up ycneuqerf12510075502500 0 2 0 4 0 6 0 8 1time s figure 8 13 aiits time varying delay cid 2 1 0002 cid 2 1 000110
6,b p1 0021 00110 9990 9980 9970 9960 2 4 6 8 10time s a all measures available1 005ωnicoi1 004ω ni cid 2 cid
6,he b ixi xih hand then estimate the frequency of the coi as cid 2 cid 2 xi xeω t coi ω t coi ω t 8 46 coi e ix xei eior after some algebraic manipulations cid 2 cid 3 m xe ei ω t
6,i t hd cid 2 cid 21 d cid 22 cid 2 v t h
6,t v t a s d s q s d hg 9 9 cid 2 cid 3 0
6,002 0 002 cid 2 a cid 4 t s 4 2 4 2do cid 4 cid 4 t s 0 04 0
6,04do cid 4 t s 3 0 3 0qo cid 4 cid 4 t s 0 02 0 02qox pu ω 0
6,9111 0 9111d cid 4 x pu ω 0
6,408 0 408d cid 4 cid 4 x pu ω 0
6,cid 7 x pu ω 0
6,58 0 58q cid 4 cid 4 x pu ω 0 3 0
6,1490 line 9 9 8 0 0119 0 1008 0 2090 linetable a 9 base case power flow solution of the wscc system cid 2 cid 2 bus v v θ p q p qbg g
6,9216table a 12 data of the synchronous machines of the wscc system cid 4 cid 4 cid 4 cid 4 v m t
6,25581 0 line13 6 13 0 06615 0 13027 0 line cid 2 cid 2 14 7 8 0 0 17615 0 1 000 0 transf 15 7 9 0 0 11001 0 line16 9 10 0 03181 0
6,0007 0 0015 cid 2 cid 2 6 13 0 1774 0
6,0041 0 0041a cid 4 t s 7 4 6 1 6 1 4 75 4 75do cid 4 cid 4 t s 0 03 0 04 0
6,04 0 06 0 06do cid 4 t s 0 0 3 0 3 1 5 1 5qo cid 4 cid 4 t s 0
6,x pu ω 0 2995 0 185 0 185 0 232 0 232d cid 4 cid 4 x pu ω 0
6,134 0 134 cid 7 x pu ω 0
6,0729 line cid 2 cid 2 20 10 32 0 0 0200 0 1 070 0 transf 21 12 11 0 0016 0
6,7707 0 0054 0 0165 cid 2 cid 2 10 13 2 8480 0 3906 0 0032 0
6,5488table a 26 data of the synchronous machines of the new england system cid 4 cid 4 cid 4 cid 4 machine v m t
6,6200 0 1660 cid 2 cid 2 6 18 0 69 6 7 30 0 40 0 2540 0 0500 0 2410 0
6,01 cid 4 cid 5 cid 3 j2π f j2π fk 0 02
6,fs e fs 4 o 0 03k cid 4 cid 5 cid 6 cid 7 cid 6 cid 7 cid 6 cid 7 cid
6,p pb convergence analysis w αdefining n k t as another variable k and usingpdouble angle identity we get for analysis 18 can be rewritten as cid 4 cid 5 1 2 w π cid 2 π2 cid 2 3u n a 1 cos 2k cos2 k m t 23 2 f fp n cid 2 2 f f sin 30 n 1 oπ2
6,3 g x becomes a contractionsin 1 25 cid 6 2 f 2 u n o 2 ontheinterval 0 3 with g x rangingintheinterval 2 497 2 502 so from contraction mapping theorem 30 has a cid 6 cid 6 where and are random errors in the numerator and1 2 cid
6,3 giveng xdenominator terms arising due to errors in the samples the 8fo cid 4 cid 4 π2 cid 4 x errorinfrequencyestimateisminimized ifthesinusoidvalue and g x g x is monotonically increasing on 0
6,like pll based lkf thecorrection proposed implementation can be considered as less sensitiveto phase jumps cid 0 cid 1 1t tk p c c p c r 5a the rest of the article is organized as follows sec iin n n 1 n n n n 1 n cid 0 cid 1 describes in detail the proposed alternative implementation ofxˆ xˆ
6,k y c xˆ 5b n n n n 1 n n n n 1kalman filter comparative numerical simulation and experi cid 124 cid 123 cid 122 cid 125 emental studies are given in sec iii sec iv concludes this nt tp
6,k s2hcomputational efficiency of the pf algorithm is always i cid 2 cid 3 1b one of the major issues for its applications in power sys tems and the model decoupling technique of the power 1 e e e
6,i di ktd0 i cid 2 in practical power systems the pmu measurements e t 1c fdi kcould be contaminated by outliers due to the unpre cid 3 1dictable instrument failures communication impulses
6,l dw þ mdw ðn cid 5 1þ 4
6,cid 3036 w cid 4666 cid 1863 n cid 4667 cid 3404 as cid 1874 t cid 3036 h cid 4666 cid 1863 e cid 3398 in cid 883 q cid 4667 ucaodsratur cid 3398 e cid 1874 c
6,h cid 3404 at cid 3495 if cid 2871 cid 4670 cid 1874 cid 3548 a cid 3028 cid 2869 n cid
6,4666 d cid 1863 cid 4667 cid 3397 w cid 1874 cid 3548 e cid 3029 r cid 2869 e cid 4666 cid 1863 se cid 4667 t cid 3397 to cid 1874 cid 3548 cid 3030 a cid 2869 t cid 4666
6,te cid 1863 n cid 4667 u cid 4671 ating harmonic distortions the dynamic convergence of the three phase model is better than the single phase one since cid 2164 cid 2163 statistically its model has more information than the previous
6,6 ˆ ˆwhere x and x are the real and imaginary parts r re r imrespectively of the estimated spectrum cid 11 cid 2 cid 3 ˆa fˆ s ˆ jϕˆx k w 2πk 2πf efig 1 dtft amplitude spectrum of a harmonic signal with a 1 v
6,x2 nf 52 0291 hz ϕ π n 2000 andf 50 ks s cid 2 cid 3 cid 12 x
6,k 1 and k 1 the costmax maxestimation for n 5000 are shown in fig 4 where besidesfunction can then be written asthe mentioned algorithms the results obtained using dft arealso included cid 11 cid 9 cid 10 cid 4 1 from the results presented in fig 4 it can be seen that2ˆ ˆ ε
6,ap k n x k n from the considered algorithms the most accurate frequencyr re max re max n 1 estimates are obtained by using the multiharmonic sine fitting cid 12 cid 9 cid 10 algorithm see fig 4 g from the algorithms working in2ˆ ˆ ap k n x k
6,ie f e a s w n valuation of the requency stimation lgorithms ignals ith no oise cid 3 cid 4 cid 3 cid 4 a 1v f 45 55 hz ϕ π
